1.667175441980361938e-02,-9.248772263526916504e-02,-6.059478968381881714e-03
3.699004650115966797e-03,2.422913908958435059e-02,-1.122743263840675354e-02
-1.865323632955551147e-02,-3.434321284294128418e-02,1.434389501810073853e-03
-2.618372440338134766e-03,3.574806451797485352e-02,5.081936717033386230e-03
6.454572081565856934e-03,-4.632443189620971680e-03,-7.472407072782516479e-03
5.557060241699218750e-03,-8.129090070724487305e-03,5.408272147178649902e-03
1.078971475362777710e-02,1.270127296447753906e-02,-4.542980343103408813e-03
-3.020691126585006714e-02,-1.269966363906860352e-03,-3.117993474006652832e-04
2.345114201307296753e-02,2.254515886306762695e-03,-1.255135983228683472e-03
-9.121105074882507324e-03,-1.928427815437316895e-02,3.101199865341186523e-03
1.085581630468368530e-02,7.112801074981689453e-03,-1.931354403495788574e-03
-1.589460670948028564e-02,-2.452105283737182617e-03,1.526720821857452393e-03
9.172134101390838623e-03,7.401734590530395508e-03,-4.304237663745880127e-04
-2.475582063198089600e-03,1.513782143592834473e-02,-2.356743440032005310e-03
1.844712346792221069e-02,-1.342517137527465820e-02,5.349067971110343933e-03
-1.719824224710464478e-02,-1.009687781333923340e-02,-3.515183925628662109e-03
-5.985997617244720459e-03,-1.901921629905700684e-02,3.433816134929656982e-03
4.596844315528869629e-02,3.247958421707153320e-02,-3.314692527055740356e-03
-4.491233080625534058e-02,-1.732346415519714355e-02,2.559129148721694946e-03
-1.361552625894546509e-02,3.098130226135253906e-03,1.846347004175186157e-03
3.257963806390762329e-02,3.963172435760498047e-03,-5.090590566396713257e-03
-3.147033601999282837e-02,-1.635861396789550781e-02,7.811922580003738403e-03
8.903563022613525391e-03,2.648514509201049805e-02,-7.276255637407302856e-03
6.846629083156585693e-03,8.572697639465332031e-03,5.712769925594329834e-04
2.386798709630966187e-02,-5.388200283050537109e-03,4.631366580724716187e-03
-9.582385420799255371e-03,-2.675256133079528809e-02,-2.358261495828628540e-03
-3.321565687656402588e-03,2.189964056015014648e-03,1.555819064378738403e-03
1.592523604631423950e-02,1.353314518928527832e-02,9.186662733554840088e-03
-3.855041414499282837e-02,1.486322283744812012e-02,-1.051599904894828796e-02
2.197338640689849854e-02,-8.076101541519165039e-03,-1.121547073125839233e-03
