2.066507935523986816e-03,-8.815392851829528809e-02,-1.923798769712448120e-02
9.028166532516479492e-04,2.969682216644287109e-03,-5.412288010120391846e-05
1.075431704521179199e-03,1.184284687042236328e-03,-4.050321877002716064e-05
-4.621632397174835205e-03,5.830526351928710938e-04,-8.832849562168121338e-05
1.267217099666595459e-03,-4.329085350036621094e-03,2.659577876329421997e-04
7.440067827701568604e-03,1.926749944686889648e-03,-1.377277076244354248e-04
-5.101695656776428223e-03,3.633797168731689453e-04,-6.899423897266387939e-05
1.412175595760345459e-03,-8.155107498168945312e-04,-1.377705484628677368e-04
8.958727121353149414e-04,1.898676156997680664e-03,2.418290823698043823e-04
-1.571141183376312256e-03,-3.609955310821533203e-04,-8.112564682960510254e-05
-3.008805215358734131e-03,-4.320710897445678711e-03,-6.247684359550476074e-05
-1.616582274436950684e-03,3.307312726974487305e-03,-2.523884177207946777e-05
-4.247806966304779053e-03,-1.459687948226928711e-03,6.662122905254364014e-05
1.048261672258377075e-02,-4.750192165374755859e-04,-6.189383566379547119e-05
-3.646910190582275391e-04,3.919154405593872070e-03,1.248344779014587402e-04
-5.967944860458374023e-03,-1.516282558441162109e-03,-2.937577664852142334e-05
2.804718911647796631e-03,3.091543912887573242e-03,-1.617334783077239990e-05
-3.057911992073059082e-03,-5.364358425140380859e-03,-1.028422266244888306e-04
2.310745418071746826e-03,2.265214920043945312e-03,1.849327236413955688e-04
1.498937606811523438e-03,-4.158794879913330078e-03,-1.453422009944915771e-04
1.990504562854766846e-03,4.390209913253784180e-03,-4.480779170989990234e-05
5.414344370365142822e-03,1.192957162857055664e-03,1.987200230360031128e-04
-1.571159064769744873e-02,-1.974493265151977539e-03,-1.326762139797210693e-04
9.896837174892425537e-03,-1.315355300903320312e-03,7.759593427181243896e-05
-4.542462527751922607e-03,-2.834796905517578125e-04,-1.891329884529113770e-05
3.443412482738494873e-03,5.643934011459350586e-03,8.067116141319274902e-06
-7.476732134819030762e-04,-4.798263311386108398e-03,-1.791119575500488281e-05
-5.281090736389160156e-03,1.649945974349975586e-03,-5.868263542652130127e-05
1.132451742887496948e-02,9.657144546508789062e-04,8.516013622283935547e-06
-3.336526453495025635e-03,5.442202091217041016e-04,4.165992140769958496e-05
